"","Project","Region","Sample_ID","Year","Month","Day","Time","Time_Zone","Site","Zone","Replicate","Depth_cm","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"1253","COMPASS: Synoptic","CB","SWH_202404_UP_LYSA_10CM",2024,4,25,NA,NA,"SWH","SWAMP","A",10,7.0707,0.2205,"Within_Range",NA,1.1391,0.0321,"Within_Range",NA,0.0021,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1254","COMPASS: Synoptic","CB","SWH_202404_UP_LYSA_20CM",2024,4,25,NA,NA,"SWH","SWAMP","A",20,6.6178,0.2064,"Within_Range",NA,1.2704,0.0358,"Within_Range",NA,0.0023,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1255","COMPASS: Synoptic","CB","SWH_202404_UP_LYSA_45CM",2024,4,25,NA,NA,"SWH","SWAMP","A",45,4.9655,0.1549,"Within_Range",NA,0.9155,0.0258,"Within_Range",NA,0.0017,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1256","COMPASS: Synoptic","CB","SWH_202404_UP_LYSB_10CM",2024,4,25,NA,NA,"SWH","SWAMP","B",10,5.8404,0.1822,"Within_Range",NA,1.9679,0.0555,"Within_Range",NA,0.0036,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1257","COMPASS: Synoptic","CB","SWH_202404_UP_LYSB_20CM",2024,4,25,NA,NA,"SWH","SWAMP","B",20,6.0345,0.1882,"Within_Range",NA,2.4277,0.0685,"Within_Range",NA,0.0044,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1258","COMPASS: Synoptic","CB","SWH_202404_UP_LYSB_45CM",2024,4,25,NA,NA,"SWH","SWAMP","B",45,6.1956,0.1933,"Within_Range",NA,5.363,0.1513,"Within_Range",NA,0.0097,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1259","COMPASS: Synoptic","CB","SWH_202404_UP_LYSC_10CM",2024,4,25,NA,NA,"SWH","SWAMP","C",10,11.4321,0.3566,"Within_Range",NA,6.8856,0.1942,"Within_Range",NA,0.0125,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1260","COMPASS: Synoptic","CB","SWH_202404_UP_LYSC_20CM",2024,4,25,NA,NA,"SWH","SWAMP","C",20,10.0787,0.3144,"Within_Range",NA,4.0982,0.1156,"Within_Range",NA,0.0074,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1261","COMPASS: Synoptic","CB","SWH_202404_UP_LYSC_45CM",2024,4,25,NA,NA,"SWH","SWAMP","C",45,2.7567,0.086,"Within_Range",NA,4.6553,0.1313,"Within_Range",NA,0.0084,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1262","COMPASS: Synoptic","CB","SWH_202404_SWAMP_LYSA_10CM",2024,4,25,NA,NA,"SWH","SWAMP","A",10,3.8002,0.1185,"Within_Range",NA,3.5931,0.1014,"Within_Range",NA,0.0065,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1263","COMPASS: Synoptic","CB","SWH_202404_SWAMP_LYSA_20CM",2024,4,25,NA,NA,"SWH","SWAMP","A",20,3.7686,0.1175,"Within_Range",NA,3.7415,0.1055,"Within_Range",NA,0.0068,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1264","COMPASS: Synoptic","CB","SWH_202404_SWAMP_LYSA_45CM",2024,4,25,NA,NA,"SWH","SWAMP","A",45,0.1714,0.0053,"Within_Range",NA,34.1271,0.9627,"Within_Range",NA,0.0617,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1265","COMPASS: Synoptic","CB","SWH_202404_SWAMP_LYSB_10CM",2024,4,25,NA,NA,"SWH","SWAMP","B",10,1.0034,0.0313,"Within_Range",NA,16.0764,0.4535,"Within_Range",NA,0.0291,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1266","COMPASS: Synoptic","CB","SWH_202404_SWAMP_LYSB_20CM",2024,4,25,NA,NA,"SWH","SWAMP","B",20,8.3011,0.2589,"Within_Range",NA,18.1028,0.5107,"Within_Range",NA,0.0327,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1267","COMPASS: Synoptic","CB","SWH_202404_SWAMP_LYSB_45CM",2024,4,25,NA,NA,"SWH","SWAMP","B",45,1.5859,0.0495,"Within_Range",NA,50.8875,1.4355,"Within_Range",NA,0.092,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1268","COMPASS: Synoptic","CB","SWH_202404_SWAMP_LYSC_10CM",2024,4,25,NA,NA,"SWH","SWAMP","C",10,5.0264,0.1568,"Within_Range",NA,3.3267,0.0938,"Within_Range",NA,0.006,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1269","COMPASS: Synoptic","CB","SWH_202404_SWAMP_LYSC_20CM",2024,4,25,NA,NA,"SWH","SWAMP","C",20,10.6651,0.3327,"Within_Range",NA,3.2862,0.0927,"Within_Range",NA,0.006,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1270","COMPASS: Synoptic","CB","SWH_202404_SWAMP_LYSC_45CM",2024,4,25,NA,NA,"SWH","SWAMP","C",45,9.7095,0.3029,"Within_Range",NA,3.1904,0.09,"Within_Range",NA,0.0058,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1271","COMPASS: Synoptic","CB","SWH_202404_TR_LYSA_10CM",2024,4,25,NA,NA,"SWH","TR","A",10,6.498,0.2027,"Within_Range",NA,93.4423,2.6359,"Within_Range",NA,0.1689,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1272","COMPASS: Synoptic","CB","SWH_202404_TR_LYSA_20CM",2024,4,25,NA,NA,"SWH","TR","A",20,0.4411,0.0138,"Within_Range",NA,103.0657,2.9074,"Within_Range",NA,0.1863,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1273","COMPASS: Synoptic","CB","SWH_202404_TR_LYSA_45CM",2024,4,25,NA,NA,"SWH","TR","A",45,0.9471,0.0295,"Within_Range",NA,376.3513,10.6164,"Within_Range",NA,0.6801,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1274","COMPASS: Synoptic","CB","SWH_202404_TR_LYSB_10CM",2024,4,25,NA,NA,"SWH","TR","B",10,7.0591,0.2202,"Within_Range",NA,74.1635,2.0921,"Within_Range",NA,0.134,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1275","COMPASS: Synoptic","CB","SWH_202404_TR_LYSB_20CM",2024,4,25,NA,NA,"SWH","TR","B",20,5.8577,0.1827,"Within_Range",NA,96.2834,2.716,"Within_Range",NA,0.174,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1276","COMPASS: Synoptic","CB","SWH_202404_TR_LYSB_45CM",2024,4,25,NA,NA,"SWH","TR","B",45,0,0,"bdl",NA,327.1,9.2271,"Within_Range",NA,0.5911,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1277","COMPASS: Synoptic","CB","SWH_202404_TR_LYSC_10CM",2024,4,25,NA,NA,"SWH","TR","C",10,5.2705,0.1644,"Within_Range",NA,100.0441,2.8221,"Within_Range",NA,0.1808,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1278","COMPASS: Synoptic","CB","SWH_202404_TR_LYSC_20CM",2024,4,25,NA,NA,"SWH","TR","C",20,5.819,0.1815,"Within_Range",NA,162.301,4.5783,"Within_Range",NA,0.2933,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1279","COMPASS: Synoptic","CB","SWH_202404_TR_LYSC_45CM",2024,4,25,NA,NA,"SWH","TR","C",45,1.6375,0.0511,"Within_Range",NA,182.5156,5.1485,"Within_Range",NA,0.3298,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1280","COMPASS: Synoptic","CB","SWH_202404_WC_LYSA_10CM",2024,4,25,NA,NA,"SWH","WC","A",10,18.3444,0.5722,"Within_Range",NA,243.4869,6.8685,"Within_Range",NA,0.44,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1281","COMPASS: Synoptic","CB","SWH_202404_WC_LYSA_20CM",2024,4,25,NA,NA,"SWH","WC","A",20,1.8288,0.057,"Within_Range",NA,311.8239,8.7962,"Within_Range",NA,0.5635,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1282","COMPASS: Synoptic","CB","SWH_202404_WC_LYSA_45CM",2024,4,25,NA,NA,"SWH","WC","A",45,37.5878,1.1724,"Within_Range",NA,795.8355,22.4495,"Within_Range",NA,1.4381,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1283","COMPASS: Synoptic","CB","SWH_202404_WC_LYSB_10CM",2024,4,25,NA,NA,"SWH","WC","B",10,0.563,0.0176,"Within_Range",NA,114.55,3.2313,"Within_Range",NA,0.207,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1284","COMPASS: Synoptic","CB","SWH_202404_WC_LYSB_20CM",2024,4,25,NA,NA,"SWH","WC","B",20,3.4027,0.1061,"Within_Range",NA,170.9029,4.821,"Within_Range",NA,0.3088,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1285","COMPASS: Synoptic","CB","SWH_202404_WC_LYSB_45CM",2024,4,25,NA,NA,"SWH","WC","B",45,0,0,"bdl",NA,1049.168,29.5957,"Within_Range",NA,1.8959,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1286","COMPASS: Synoptic","CB","SWH_202404_WC_LYSC_10CM",2024,4,25,NA,NA,"SWH","WC","C",10,1.2023,0.0375,"Within_Range",NA,64.9106,1.831,"Within_Range",NA,0.1173,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1287","COMPASS: Synoptic","CB","SWH_202404_WC_LYSC_20CM",2024,4,25,NA,NA,"SWH","WC","C",20,1.0629,0.0332,"Within_Range",NA,199.9525,5.6404,"Within_Range",NA,0.3613,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1288","COMPASS: Synoptic","CB","SWH_202404_WC_LYSC_45CM",2024,4,25,NA,NA,"SWH","WC","C",45,2.2722,0.0709,"Within_Range",NA,963.1453,27.1691,"Within_Range",NA,1.7404,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1289","COMPASS: Synoptic","CB","SWH_202404_SW_A",2024,4,25,NA,NA,"SWH","SW","A",0,9.6876,0.3022,"Within_Range",NA,14.611,0.4122,"Within_Range",NA,0.0264,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1290","COMPASS: Synoptic","CB","SWH_202404_SW_B",2024,4,25,NA,NA,"SWH","SW","B",0,10.9308,0.3409,"Within_Range",NA,14.7927,0.4173,"Within_Range",NA,0.0268,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1291","COMPASS: Synoptic","CB","SWH_202404_SW_C",2024,4,25,NA,NA,"SWH","SW","C",0,10.1854,0.3177,"Within_Range",NA,14.495,0.4089,"Within_Range",NA,0.0262,"2024-05-29","Std curve slopes higher than other 2024 runs because this run was put on 
      before major changes to the dionex. The output values have been checked against those run
      at later dates and look good / comparable. We are accepting this slope deviation.",NA
"1292","COMPASS: Synoptic","CB","GCW_202405_UP_LYSA_20CM",2024,5,23,NA,NA,"GCW","UP","A",20,1.1524,0.0359,"Within_Range",NA,2.0521,0.0579,"Within_Range",NA,0.0037,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1293","COMPASS: Synoptic","CB","GCW_202405_UP_LYSB_10CM",2024,5,23,NA,NA,"GCW","UP","B",10,2.2661,0.0707,"Within_Range",NA,0.3926,0.0111,"Within_Range",NA,7e-04,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1294","COMPASS: Synoptic","CB","GCW_202405_UP_LYSB_20CM",2024,5,23,NA,NA,"GCW","UP","B",20,2.291,0.0715,"Within_Range",NA,1.1032,0.0311,"Within_Range",NA,0.002,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1295","COMPASS: Synoptic","CB","GCW_202405_TR_LYSA_20CM",2024,5,23,NA,NA,"GCW","TR","A",20,6.7775,0.2114,"Within_Range",NA,4.285,0.1209,"Within_Range",NA,0.0078,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1296","COMPASS: Synoptic","CB","GCW_202405_TR_LYSA_45CM",2024,5,23,NA,NA,"GCW","TR","A",45,9.1524,0.2855,"Within_Range",NA,2.4734,0.0698,"Within_Range",NA,0.0045,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1297","COMPASS: Synoptic","CB","GCW_202405_TR_LYSB_10CM",2024,5,23,NA,NA,"GCW","TR","B",10,9.6555,0.3012,"Within_Range",NA,70.1889,1.9799,"Within_Range",NA,0.1269,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1298","COMPASS: Synoptic","CB","GCW_202405_TR_LYSB_20CM",2024,5,23,NA,NA,"GCW","TR","B",20,17.8331,0.5562,"Within_Range",NA,6.3551,0.1793,"Within_Range",NA,0.0115,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1299","COMPASS: Synoptic","CB","GCW_202405_TR_LYSB_45CM",2024,5,23,NA,NA,"GCW","TR","B",45,5.3897,0.1681,"Within_Range",NA,16.9626,0.4785,"Within_Range",NA,0.0307,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1300","COMPASS: Synoptic","CB","GCW_202405_TR_LYSC_10CM",2024,5,23,NA,NA,"GCW","TR","C",10,6.8708,0.2143,"Within_Range",NA,89.7046,2.5305,"Within_Range",NA,0.1621,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1301","COMPASS: Synoptic","CB","GCW_202405_TR_LYSC_20CM",2024,5,23,NA,NA,"GCW","TR","C",20,9.0216,0.2814,"Within_Range",NA,29.7571,0.8394,"Within_Range",NA,0.0538,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1302","COMPASS: Synoptic","CB","GCW_202405_TR_LYSC_45CM",2024,5,23,NA,NA,"GCW","TR","C",45,12.011,0.3746,"Within_Range",NA,7.9696,0.2248,"Within_Range",NA,0.0144,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1303","COMPASS: Synoptic","CB","GCW_202405_WC_LYSA_10CM",2024,5,23,NA,NA,"GCW","WC","A",10,257.3715,8.0278,"Within_Range",NA,4350.6025,122.725,"Within_Range",NA,7.8616,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1304","COMPASS: Synoptic","CB","GCW_202405_WC_LYSA_20CM",2024,5,23,NA,NA,"GCW","WC","A",20,155.9826,4.8653,"Within_Range",NA,3484.6296,98.297,"Within_Range",NA,6.2968,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1305","COMPASS: Synoptic","CB","GCW_202405_WC_LYSA_45CM",2024,5,23,NA,NA,"GCW","WC","A",45,180.7153,5.6368,"Within_Range",NA,6113.7547,172.4613,"Within_Range",NA,11.0476,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1306","COMPASS: Synoptic","CB","GCW_202405_WC_LYSB_10CM",2024,5,23,NA,NA,"GCW","WC","B",10,138.0371,4.3056,"Within_Range",NA,2913.4925,82.186,"Within_Range",NA,5.2647,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1307","COMPASS: Synoptic","CB","GCW_202405_WC_LYSB_20CM",2024,5,23,NA,NA,"GCW","WC","B",20,259.6228,8.098,"Within_Range",NA,3886.0047,109.6193,"Within_Range",NA,7.022,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1308","COMPASS: Synoptic","CB","GCW_202405_WC_LYSB_45CM",2024,5,23,NA,NA,"GCW","WC","B",45,273.7715,8.5393,"Within_Range",NA,5801.1484,163.6431,"Within_Range",NA,10.4827,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1309","COMPASS: Synoptic","CB","GCW_202405_WC_LYSC_10CM",2024,5,23,NA,NA,"GCW","WC","C",10,76.0834,2.3732,"Within_Range",NA,2021.4255,57.0219,"Within_Range",NA,3.6527,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1310","COMPASS: Synoptic","CB","GCW_202405_WC_LYSC_20CM",2024,5,23,NA,NA,"GCW","WC","C",20,188.4085,5.8767,"Within_Range",NA,2213.8176,62.449,"Within_Range",NA,4.0004,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1311","COMPASS: Synoptic","CB","GCW_202405_WC_LYSC_45CM",2024,5,23,NA,NA,"GCW","WC","C",45,488.1167,15.2251,"Within_Range",NA,5475.5825,154.4593,"Within_Range",NA,9.8944,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1312","COMPASS: Synoptic","CB","GCW_202405_SW_A",2024,5,23,NA,NA,"GCW","SW","A",0,325.2328,10.1445,"Within_Range",NA,2391.5744,67.4633,"Within_Range",NA,4.3216,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1313","COMPASS: Synoptic","CB","GCW_202405_SW_B",2024,5,23,NA,NA,"GCW","SW","B",0,328.7163,10.2532,"Within_Range",NA,2407.6047,67.9155,"Within_Range",NA,4.3506,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1314","COMPASS: Synoptic","CB","GCW_202405_SW_C",2024,5,23,NA,NA,"GCW","SW","C",0,326.5186,10.1846,"Within_Range",NA,2415.9292,68.1503,"Within_Range",NA,4.3656,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
"1315","COMPASS: Synoptic","CB","SWH_202405_UP_LYSA_10CM",2024,5,15,NA,NA,"SWH","SWAMP","A",10,4.6882,0.1462,"Within_Range",NA,4.1514,0.1171,"Within_Range",NA,0.0075,"2024-06-04","Two SO4 duplicates had high CVs. 
  Some sample IDs are missing from metadata: 
  GWI_202405_UP_LYSC_45CM - this has values of 0 for SO4 and Cl so was likely just Zn Ac and was removed. 
  MSM_202405_UP_LYSA_10CM - this sample ID was changed to MSM_202405_UP_LYSC_10CM. 
  ",NA
